listing_id,business_name,address,orgid,Rating,Rating Count,phone,website,domain,chain_name,lat,lon,in_chain,in_search,Category1,Category2,Category3,Category4,Category5,Category6,Category7
CID:1361185663620847000,Safeway,"67 lincoln blvd, lincoln, ca 95648",safeway,4.2,845,(916) 408-0800,local.safeway.com,safeway,Safeway,38.878012,-121.294202,True,True,Grocery,Bakery,,,,,
CID:16445260327602437191,Safeway Bakery,"67 lincoln blvd, lincoln, ca 95648",safeway,0.0,0,(916) 408-0800,local.safeway.com,safeway,Safeway,38.878218,-121.2940885,True,False,Bakery,,,,,,
